"URL","Uniprot ID","DOID","Name","Description","ZScore","Confidence","Source"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D662,"Hepatitis B",,4.436,2.2,CTD
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D663,"Liver Cirrhosis, Experimental",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2903,"Keratoconjunctivitis sicca",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2900,"Prevention of Cardiac Transplant Rejection",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2904,"Prevention of Kidney Transplant Rejection",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2901,"Prevention of Liver Transplant Rejection",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:7148,"Rheumatoid arthritis",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2899,"Severe Recalcitrant Psoriasis",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,IDG:D2902,"Tear film insufficiency",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:3347,osteosarcoma,,0.0,2.8982375436697E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:1324,"lung cancer",,0.0,3.63516943915783E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:219,"colon cancer",,0.0,3.60307089144244E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:13580,Cholestasis,,6.284,3.1,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:409,"Liver disease",,4.454,2.2,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:162,Cancer,,3.706,1.9,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q14973,Q14973,DOID:2047,"Hepatitis D",,3.079,1.5,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q495M3,Q495M3,IDG:D5188,Hyperglycinuria,,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/Q495M3,Q495M3,IDG:D5186,Iminoglycinuria,,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/Q495M3,Q495M3,IDG:D5187,"HYPERGLYCINURIA (disorder)",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/Q495M3,Q495M3,DOID:305,Carcinoma,,0.0,0.7,"JensenLab Experiment COSMIC"
https://pharos.nih.gov/idg/targets/Q495M3,Q495M3,DOID:2497,"Enamel erosion",,3.71,1.9,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,IDG:D397,"Atrial Fibrillation",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,IDG:D1618,"Chronic heart failure",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,IDG:D1343,"Congestive heart failure",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,IDG:D1617,"Poisoning by digitalis glycoside",,0.0,0.0,"DrugCentral Indication"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:3910,"lung adenocarcinoma",,0.0,9.74319386994916E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:13949,"interstitial cystitis",,0.0,0.00971898380050787,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:305,Carcinoma,,0.0,0.9,"JensenLab Experiment COSMIC"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:263,"Kidney cancer",,0.0,0.5,"JensenLab Experiment COSMIC"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:12028,"Conn's syndrome",,5.647,2.8,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:657,Adenoma,,4.583,2.3,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:446,Hyperaldosteronism,,4.152,2.1,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:10763,Hypertension,,3.599,1.8,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:0050891,"Adrenal cortical adenoma",,3.237,1.6,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13733,Q13733,DOID:0110377,"Retinitis pigmentosa 49",,3.179,1.6,"JensenLab Text Mining"
https://pharos.nih.gov/idg/targets/Q13621,Q13621,DOID:445,"Bartter Syndrome",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D4087,"Bartter syndrome, antenatal type 1",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D939,Polyhydramnios,,5.029,2.5,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,DOID:4500,Hypokalemia,,4.953,2.5,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,DOID:446,Hyperaldosteronism,,3.74,1.9,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D137,"Autosomal recessive predisposition",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D4078,"Calcium pyrophosphate deposition disease",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D118,"Cognitive delay",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/Q13621,Q13621,IDG:D1075,Constipation,,0.0,0.0,DisGeNET
