"URL","Uniprot ID","DOID","Name","Description","ZScore","Confidence","Source"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:3905,"lung carcinoma",,0.0,1.69600739877788E-26,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:1790,"malignant mesothelioma",,0.0,2.07947065231024E-8,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:3068,glioblastoma,,0.0,8.59303831858166E-8,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:5074,ependymoma,,0.0,1.11657897673754E-6,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:4851,"Astrocytoma, Pilocytic",,0.0,5.78577824469007E-6,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:1485,"cystic fibrosis",,0.0,4.24418755583438E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:1324,"lung cancer",,0.0,1.3386743498366E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:3070,"adult high grade glioma",,0.0,2.02236766127558E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:0050902,"group 4 medulloblastoma",,0.0,5.95549552984568E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:219,"colon cancer",,0.0,7.14985731816579E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:13949,"interstitial cystitis",,0.0,8.03167712689912E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:3857,"medulloblastoma, large-cell",,0.0,0.00145014301393779,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:2129,"atypical teratoid / rhabdoid tumor",,0.0,0.00317468888923639,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:2394,"ovarian cancer",,0.0,0.00413436009220941,"Expression Atlas"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,DOID:8577,"active ulcerative colitis",,0.0,0.00461602809333549,"Expression Atlas"
