"URL","Uniprot ID","DOID","Name","Description","ZScore","Confidence","Source"
https://pharos.nih.gov/idg/targets/O94759,O94759,IDG:D224,"Bipolar Disorder",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/O94759,O94759,IDG:D5225,"Disturbance in mood",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/O94759,O94759,IDG:D3073,"Nonorganic psychosis",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/O94759,O94759,IDG:D427,"Psychotic Disorders",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:5074,ependymoma,,0.0,9.5271929376813E-11,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:2129,"atypical teratoid / rhabdoid tumor",,0.0,8.25210530019662E-10,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:3068,glioblastoma,,0.0,1.18340659742015E-8,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:3910,"lung adenocarcinoma",,0.0,1.29687393394886E-7,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:171,"primitive neuroectodermal tumor",,0.0,3.35528001633735E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:0050902,"group 3 medulloblastoma",,0.0,4.31407005368242E-5,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:3857,"medulloblastoma, large-cell",,0.0,1.50868122836489E-4,"Expression Atlas"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:1612,"Breast cancer",,0.0,0.5,"JensenLab Experiment COSMIC"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:305,Carcinoma,,0.0,1.2,"JensenLab Experiment COSMIC"
https://pharos.nih.gov/idg/targets/O94759,O94759,DOID:263,"Kidney cancer",,0.0,0.7,"JensenLab Experiment COSMIC"
