"URL","Uniprot ID","DOID","Name","Description","ZScore","Confidence","Source"
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D17140,"HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1137,Hypoxia,,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/P55263,P55263,DOID:1059,"Intellectual disability",,0.0,0.0,CTD
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D316,Epilepsy,,4.557,2.3,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D137,"Autosomal recessive predisposition",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1224,"Big calvaria",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D578,"Cerebral atrophy",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,DOID:13580,Cholestasis,,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D118,"Cognitive delay",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1177,"Decreased liver function",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1303,"Degenerative brain disorder",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D477,"Delayed speech and language development",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D639,"Elevated hepatic transaminases",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D326,"Failure to gain weight",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D855,"Frontal bossing",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D84,"Global developmental delay",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D619,"Hepatic enzyme increased",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D3584,"Hepatic methionine adenosyltransferase deficiency",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D3585,"Increased bilirubin level (finding)",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1215,"Increased head circumference",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1223,"Increased size of cranium",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1216,"Increased size of skull",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D640,"Infantile onset",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D471,"Language Delay",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D614,"Liver Dysfunction",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D1204,"Liver dysfunction, mild",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D625,"Liver enzymes abnormal",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D630,"Liver function test increased",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D615,"Liver function tests abnormal finding",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D134,"Mental and motor retardation",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D45,"Muscle hypotonia",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D11925,"Narrow foot",,0.0,0.0,DisGeNET
https://pharos.nih.gov/idg/targets/P55263,P55263,IDG:D864,"Neurogenic Muscular Atrophy",,0.0,0.0,DisGeNET
